"ID","时间","日降水量","flag","降水历时","天气状况","时段长","时段降水量","测站编码","时间戳"
"617","2018-09-09 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"618","2018-09-08 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"619","2018-09-07 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"620","2018-09-06 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"621","2018-09-05 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"622","2018-08-16 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"623","2018-08-15 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"624","2018-08-14 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"625","2018-08-13 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"626","2018-08-09 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"627","2018-08-08 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"628","2018-08-07 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"629","2018-08-03 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"630","2018-08-02 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"631","2018-08-01 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"632","2018-07-31 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"633","2018-07-29 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"634","2018-07-28 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"635","2018-07-27 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"636","2018-07-26 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"637","2018-07-25 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"638","2018-07-24 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"639","2018-07-23 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"640","2018-07-17 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"641","2018-07-16 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"642","2018-07-09 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"643","2018-07-02 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"644","2018-07-01 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"645","2018-06-30 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"646","2018-06-29 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"647","2018-06-28 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"648","2018-06-27 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"649","2018-06-26 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"650","2018-06-25 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"651","2018-06-24 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"652","2018-06-23 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"653","2018-06-22 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"654","2018-06-21 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"655","2018-06-20 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"656","2018-06-19 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"657","2018-06-18 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"658","2018-06-17 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"659","2018-06-16 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"660","2018-06-15 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"661","2018-06-14 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"662","2018-06-13 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"663","2018-06-12 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"664","2018-06-11 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"665","2018-06-10 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"666","2018-06-09 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"667","2018-06-08 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"668","2018-06-07 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"669","2018-06-06 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"670","2018-06-05 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"671","2018-06-04 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"672","2018-06-03 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"673","2018-06-02 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"674","2018-06-01 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"675","2018-05-31 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"676","2018-05-30 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"677","2018-05-29 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"678","2018-05-28 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"679","2018-05-27 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"680","2018-05-26 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"681","2018-05-25 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"682","2018-05-24 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"683","2018-05-23 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"684","2018-05-22 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"685","2018-05-21 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"686","2018-05-20 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"687","2018-05-19 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"688","2018-05-18 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"689","2018-05-17 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"690","2018-05-16 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"691","2018-05-15 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"692","2018-05-14 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"693","2018-05-13 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"694","2018-05-12 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"695","2018-05-11 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"696","2018-05-10 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"697","2018-05-09 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"698","2018-05-08 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"699","2018-05-07 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"700","2018-05-06 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"701","2018-05-05 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"702","2018-05-04 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"703","2018-05-03 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"704","2018-05-02 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"705","2018-05-01 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"706","2018-04-30 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"707","2018-04-29 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"708","2018-04-28 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"709","2018-04-27 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"710","2018-04-26 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"711","2018-04-25 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"712","2018-04-24 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"713","2018-04-23 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"714","2018-04-22 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"715","2018-04-21 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"716","2018-04-20 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"717","2018-04-19 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"718","2018-04-18 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"719","2018-04-17 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"720","2018-04-16 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"721","2018-04-15 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"722","2018-04-14 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"723","2018-04-13 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"724","2018-04-12 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"725","2018-04-11 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"726","2018-04-10 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"727","2018-04-09 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"728","2018-04-08 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"729","2018-04-07 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"730","2018-04-06 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"731","2018-04-05 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"732","2018-04-04 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"733","2018-04-03 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"734","2018-04-02 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"735","2018-04-01 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"736","2018-03-31 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"737","2018-03-30 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"738","2018-03-29 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"739","2018-03-28 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"740","2018-03-27 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"741","2018-03-26 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"742","2018-03-25 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"743","2018-03-24 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"744","2018-03-23 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"745","2018-03-22 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"746","2018-03-21 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"747","2018-03-20 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"748","2018-03-19 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"749","2018-03-18 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"750","2018-03-17 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"751","2018-03-16 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"752","2018-03-15 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"753","2018-03-14 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"754","2018-03-13 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"755","2018-03-12 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"756","2018-03-06 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"757","2018-03-05 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"758","2018-03-04 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"759","2018-03-03 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"760","2018-03-02 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"761","2018-03-01 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"762","2018-02-28 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"763","2018-02-27 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"764","2018-02-26 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"765","2018-02-25 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"766","2018-02-24 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"767","2018-02-23 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"768","2018-02-22 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"769","2018-02-21 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"770","2018-02-20 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"771","2018-02-19 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"772","2018-02-18 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"773","2018-02-17 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"774","2018-02-16 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"775","2018-02-15 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"776","2018-02-14 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"777","2018-02-13 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"778","2018-02-12 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"779","2018-02-11 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"780","2018-02-10 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"781","2018-02-09 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"782","2018-02-08 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"783","2018-02-07 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"784","2018-02-06 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"785","2018-02-05 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"786","2018-02-04 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"787","2018-02-03 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"788","2018-02-02 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"789","2018-02-01 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"790","2018-01-31 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"791","2018-01-30 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"792","2018-01-29 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"793","2018-01-28 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"794","2018-01-27 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"795","2018-01-26 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"796","2018-01-25 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"797","2018-01-24 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"798","2018-01-23 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"799","2018-01-22 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"800","2018-01-21 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"801","2018-01-20 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"802","2018-01-19 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"803","2018-01-18 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"804","2018-01-17 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"805","2018-01-16 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"806","2018-01-15 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"807","2018-01-14 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"808","2018-01-13 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"809","2018-01-12 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"810","2018-01-11 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"811","2018-01-10 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"812","2018-01-09 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"813","2018-01-07 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"814","2018-01-06 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"815","2018-01-05 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"816","2018-01-04 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"817","2018-01-02 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"818","2018-01-01 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"819","2017-12-31 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"820","2017-12-30 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"821","2017-12-29 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"822","2017-12-28 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"823","2017-12-27 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"824","2017-12-26 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"825","2017-12-25 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"826","2017-12-24 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"827","2017-12-23 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"828","2017-12-21 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"829","2017-12-20 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"830","2017-12-19 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"831","2017-12-18 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"832","2017-12-17 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"833","2017-12-16 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"834","2017-12-15 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"835","2017-12-14 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"836","2017-12-13 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"837","2017-12-12 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"838","2017-12-11 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"839","2017-12-05 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"840","2017-12-04 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"841","2017-12-03 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"842","2017-12-02 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"843","2017-12-01 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"844","2017-11-30 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"845","2017-11-29 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"846","2017-11-28 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"847","2017-11-27 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"848","2017-11-26 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"849","2017-11-25 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"850","2017-11-24 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"851","2017-11-23 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"852","2017-11-22 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"853","2017-11-21 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"854","2017-11-20 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"855","2017-11-19 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"856","2017-11-18 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"857","2017-11-17 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"858","2017-11-16 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"859","2017-11-15 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"860","2017-11-14 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"861","2017-11-13 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"862","2017-11-01 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"863","2017-10-31 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"864","2017-10-30 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"865","2017-10-29 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"866","2017-10-28 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"867","2017-10-27 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"868","2017-10-26 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"869","2017-10-25 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"870","2017-10-24 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"871","2017-10-23 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"872","2017-10-22 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"873","2017-10-21 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
"874","2017-10-20 08:00:00","0.0","1",,"8","1.00","0.0","00000002","2019-07-11 14:39:40.0"
